stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id
56,1390PA,Penia Alta,,46.458443,11.799745,1390
59,1390RR,Penia,,46.457907,11.791109,1390
60,1380FR,Alba di Canazei-Fun.Ciampac,,46.458434,11.789039,1380
61,1380RR,Alba di Canazei,,46.462156,11.782952,1380
62,1360IR,Canazei-Hotel Faloria,,46.471440,11.777940,1360
63,1360FR,Canazei-Fun. Belvedere,,46.474069,11.774728,1360
64,1360RR,Canazei-Gries,,46.477765,11.764662,1360
65,1360CR,Canazei-Hotel Caminetto,,46.479389,11.759638,1360
66,1350RR,Campitello di Fassa,,46.476681,11.740910,1350
67,1340RR,Fontanazzo,,46.469607,11.726995,1340
68,1300UP,Pozza di Fassa,,46.427925,11.683281,1300
69,1070ST,Cavalese-Via Esterle,,46.293121,11.457264,1070
70,1070HR,Cavalese-Hotel Garden,,46.289336,11.447864,1070
71,1040AT,Laghetti-Laag,,46.272132,11.238775,1040
72,1030RR,Salorno-Salurn,,46.240218,11.207190,1030
73,1010CS,Lavis,,46.136494,11.109859,1010
74,0001FS,Trento-Staz. Fs,,46.072600,11.120056,0001
77,0001AA,Trento Assoc. Artigiani,,46.082969,11.120310,0001
79,0935,Gardolo Via Bolzano,,46.108559,11.108754,0935
80,0935BS,Gardolo Bivio Spini,,46.118886,11.106155,0937
81,0935LA,Gardolo Loc.Lamar,,46.129071,11.109731,0937
82,1010VC,Lavis-Via Cembra 16,,46.143208,11.106619,1010
83,1010VB,Lavis-Via Bresadola,,46.143938,11.112489,1010
84,1010TO,Lavis-Tornante-Via Cembra 50,,46.141935,11.114444,1010
85,1010MF,Maso Franch,,46.143816,11.118841,1071
86,1071CA,Mosana-Loc. Ai Castagnari,,46.150492,11.125740,1071
87,1071,Mosana,,46.154400,11.137231,1071
88,1072,Verla,,46.157055,11.152529,1072
89,1072CR,Verla-Cantina Rossi,,46.154873,11.155408,1072
90,1073,Valternigo,,46.160790,11.158790,1073
91,1074,Ville di Giovo,,46.165785,11.157341,1074
92,1074MR,Ville di Giovo-Maso Roncador,,46.162212,11.140586,1074
93,1091,Passo Croce,,46.161487,11.134622,1075
94,1075,Palu' di Giovo,,46.158215,11.140403,1075
95,1072BV,Verla-Bivio,,46.155898,11.160681,1072
96,1076,Ceola,,46.159677,11.171453,1076
97,1077,Lisignago,,46.160168,11.187701,1077
98,1078SL,Lisignago-Loc.Bedin,,46.164966,11.203565,1077
99,1078CI,Cembra-Cimitero,,46.174519,11.217348,1078
100,1078,Cembra,,46.174956,11.221714,1078
101,1078FA,Fadana,,46.177555,11.225071,1078
102,1078MO,Cembra-Loc.Molini,,46.180271,11.228397,1078
103,1079FB,Faver Bivio,,46.180959,11.231881,1079
104,1079,Faver,,46.181716,11.237795,1079
105,1079UF,Faver-Ufficio Postale,,46.183755,11.240754,1079
106,1079LP,Faver-Loc. Portegnago,,46.197032,11.246634,1079
107,1080CA,Valda-Capitello,,46.207069,11.262068,1080
108,1080,Valda,,46.206784,11.266464,1080
109,1081,Grumes,,46.221662,11.293931,1081
110,1082,Grauno,,46.229415,11.298255,1082
111,1084CN,Capriana-Case Nuove,,46.261033,11.339913,1084
112,1084,Capriana,,46.262789,11.339456,1084
113,1083,Capriana-Albergo Miravalle,,46.262057,11.343992,1084
114,1085,Carbonare-Rover,,46.266757,11.351746,1085
115,1087,Stramentizzo Bivio,,46.266504,11.406487,1088
116,1088,Molina di Fiemme-Scuole,,46.272941,11.417697,1088
117,1088VS,Molina di F.-Via Segherie,,46.272415,11.424254,1088
118,1088SC,Molina di Fiemme-Scuole,,46.274181,11.416707,1088
119,1060FT,Castello di Fiemme-Conc.Fiat,,46.278941,11.430137,1060
121,1060RR,Castello di Fiemme,,46.281233,11.434752,1060
123,1088VR,Molina di Fiemme-Via Segherie,,46.272409,11.424124,1088
124,1081RR,Grumes,,46.221405,11.294192,1081
125,1079RR,Faver,,46.181189,11.236672,1079
126,1078FR,Fadana,,46.178185,11.225990,1078
127,1078RR,Cembra,,46.175121,11.222045,1078
128,1077RR,Lisignago,,46.160227,11.187885,1077
129,1076RR,Ceola,,46.159589,11.170867,1076
130,1072RR,Verla,,46.157152,11.152810,1072
131,1010BR,Lavis-Via Bresadola,,46.143962,11.112745,1010
132,1010VR,Lavis-Via Cembra 16,,46.142757,11.105023,1010
133,0938,Lamar di Gardolo-Ss.12-Ftm,,46.125856,11.107861,0937
134,0935SS,Gardolo-Ss.12,,46.108390,11.108631,0935
135,0935CA,Gardolo-Cicli Moser,,46.102641,11.110469,0935
137,1127,Casatta di Valfloriana,,46.250381,11.344532,1127
138,1128,Barcatta,,46.250421,11.349659,1128
139,1129,Villaggio Italo-Svizzero,,46.247854,11.346661,1129
140,1130,Dora',,46.251863,11.355635,1135
141,1131,Palu' di Sicina,,46.256917,11.363017,1135
142,1132,Casanova di Sicina,,46.241992,11.349809,1135
143,1133,Valle,,46.238605,11.351281,1135
144,1134,Montalbiano,,46.234426,11.355133,1135
145,1135,Sicina,,46.230004,11.358752,1135
532,0001VG,Trento Via Giusti,,46.063681,11.119559,0001
533,0001VE,Trento Via V.Veneto,,46.057701,11.119291,0001
535,0001VL,Trento Via Lorenzoni,,46.058380,11.122963,0001
537,0001VF,Trento Via S.Francesco,,46.066636,11.126202,0001
538,4070,Montesover,,46.217084,11.327086,4070
539,4070SV,Montesover-Strada Vernera,,46.218166,11.326641,4070
540,4070VE,Montesover-Strada Vernera 17,,46.217389,11.324145,4070
541,4070CA,Montesover-Carrozzeria,,46.215296,11.328103,4070
542,1125,Sveseri Bivio,,46.207640,11.327808,1141
543,1124,Piazzoli,,46.214258,11.323611,1123
544,1123,Facendi,,46.214915,11.321421,1123
546,1122,Sover,,46.223891,11.312418,1122
548,0946,Nave S.Felice,,46.164603,11.112269,0946
549,0943,Sorni Bivio,,46.174975,11.122031,0944
551,0944,Sorni,,46.173837,11.120538,0944
552,0946RR,Nave S.Felice,,46.166611,11.112923,0946
557,1070IT,Cavalese-Case Itea,,46.289444,11.469200,1070
558,1070MC,Marco di Cavalese,,46.290185,11.476971,1070
560,1151CS,Masi-Campo Sportivo,,46.283459,11.480809,1070
562,1151,Masi di Cavalese,,46.283210,11.485250,1070
563,1151VC,Masi-Via Chiesa Civ.118,,46.284431,11.489109,1070
564,1070DR,Marco di Cavalese,,46.290227,11.477103,1070
565,1070IR,Cavalese-Case Itea,,46.289556,11.469413,1070
566,1150BS,Carano-Via Giovanelli 11,,46.292292,11.442660,1070
567,1150MU,Carano-Municipio,,46.292221,11.440488,1070
568,1150,Carano,,46.291789,11.438794,1070
569,1150BA,Carano-Via Giovanelli,,46.289849,11.438591,1070
570,1150GB,Carano-Garnì Belvedere,,46.287392,11.435856,1070
572,1152BP,Villaggio Veronza-Bv.Pizzeria,,46.287843,11.428652,1152
574,1152VP,Villaggio Veronza-Via Pale,,46.288769,11.431450,1152
575,1152HV,V.Veronza-H.Veronza,,46.289865,11.433202,1152
578,0001ST,Trento Via Valsugana,,46.068327,11.136287,0001
579,4010,Ponte Alto,,46.073787,11.150439,4010
580,4015,Pinè Bivio,,46.081905,11.194970,1100
581,4021,Sille,,46.086063,11.202932,1100
582,4022BL,Madrano-Belvedere,,46.084668,11.210388,4022
584,4022,Madrano,,46.085924,11.214313,4022
585,4022VV,Madrano-Via Della Vizza,,46.091338,11.212180,4022
586,4023,Nogare',,46.103925,11.211299,4023
587,4029,S.Mauro-Bivio,,46.116607,11.222363,4024
588,4024,Tressilla,,46.128796,11.237227,4024
589,4025UP,Baselga-Municipio,,46.130017,11.243841,4025
590,4025,Baselga di Pine'-Lago,,46.135502,11.249837,4025
591,4032,Sternigo Bivio,,46.141638,11.257922,4032
592,4043,Rizzolaga,,46.146547,11.264079,4043
593,4044,Campolongo,,46.149594,11.269501,4044
594,4045BS,Piazze Bivio,,46.155593,11.278561,4045
595,4045,Piazze di Bedollo,,46.155636,11.288077,4045
596,4047,Castellani-Regnana Bivio,,46.159769,11.298666,4046
597,4046,Centrale di Bedollo,,46.160828,11.302262,4046
598,4050,Bedollo,,46.164985,11.301342,4050
599,4050BV,Bedollo Bivio,,46.170023,11.312441,4050
600,4050VL,Bedollo Villaggio,,46.172909,11.317053,4050
601,4060VV,Brusago-Via Verdi,,46.175772,11.321442,4060
602,4060,Brusago,,46.182123,11.325860,4060
603,4060CV,Brusago-Civ. 4,,46.186573,11.329595,4060
604,4060MG,Brusago-Maso Gabart,,46.194274,11.327788,4060
605,4065,Sette Fontane Bivio,,46.199008,11.327741,1141
606,1141,Sveseri,,46.206441,11.323666,1141
607,4050RR,Bedollo,,46.164986,11.301527,4050
608,4045RR,Piazze di Bedollo,,46.155858,11.287334,4045
609,4044RR,Campolongo,,46.149606,11.269113,4044
610,4015RR,Pinè Bivio,,46.081958,11.196441,1100
611,4010RR,Ponte Alto,,46.073949,11.150317,4010
612,0001PA,Trento Port'aquila,,46.069728,11.128325,0001
613,0001VP,Trento Via Perini,,46.060824,11.124153,0001
614,1100PI,Civezzano-Centro Europa,,46.083653,11.198164,1100
615,1100SE,Civezzano-Quadrivio,,46.090068,11.185168,1100
616,1100,Civezzano,,46.091869,11.183174,1100
617,4080,Cirè-Superstrada,,46.077733,11.204086,4080
618,1001BS,Torchio,,46.090705,11.197409,1001
619,1101,Cogatti,,46.093809,11.197015,1001
620,1102,Seregnano,,46.094472,11.200444,1001
621,1103,Roverè,,46.090452,11.193247,1103
622,1104,Bampi Bivio,,46.093747,11.190641,1103
623,1098,Barbaniga,,46.101736,11.186340,1098
624,1105,S.Agnese,,46.106351,11.183642,1105
625,1105DF,S.Agnese Via Delle Scornie,,46.106519,11.186159,1105
626,1107,Mazzanigo,,46.103635,11.189195,1105
627,1108CV,Penedallo Via Alle Praderie,,46.102448,11.192429,1105
628,1108,Penedallo,,46.101014,11.192553,1105
629,1106,Bosco di Civezzano,,46.111066,11.170991,1106
630,1106CA,Bosco-Loc. Canova,,46.113877,11.175541,1106
632,1001,Torchio-S.P. 71,,46.091408,11.198343,1001
633,1110,Valle Fornace,,46.111868,11.210363,1110
634,1111BV,Fornace Bivio,,46.119112,11.216117,1111
636,1111,Fornace,,46.118058,11.208113,1111
637,1111CA,Fornace-Via Dei Pradolini 4,,46.120275,11.208422,1111
638,1117,S.Stefano,,46.128531,11.212040,1111
639,1111MD,Fornace-Maso Donati,,46.120439,11.216456,1111
640,1112CO,Lases,,46.143536,11.218874,1112
641,1113MO,Albiano-Via Roma Civ.35,,46.143814,11.198966,1112
642,1113,Albiano,,46.144616,11.193779,1112
643,1113VS,Albiano-Via S.Antonio Civ.54,,46.146254,11.190465,1112
644,1113VD,Albiano-Via S.Antonio Civ 90,,46.148464,11.187406,1112
646,1112,Lases-Civ. 30,,46.144611,11.219172,1112
647,1112RM,Lases-Loc. Ronc Del Mela,,46.149542,11.221571,1112
648,1114VP,Lona-Via Provinciale,,46.156073,11.230504,1114
649,1114,Lona,,46.160390,11.234805,1114
650,1114PZ,Lona-Loc. Piazzole,,46.162898,11.240964,1114
651,1115,Sevignano,,46.170787,11.247119,1115
652,1116,Piazzo di Segonzano Bivio,,46.180041,11.257966,1115
653,1118,Scancio di Segonzano,,46.187468,11.258374,1118
654,1118SB,Scancio di Segonzano-Snack Bar,,46.191890,11.259595,1118
655,1118MA,Scancio di Segonzano Mad.Aiuto,,46.196166,11.258614,1118
656,1120,Gaggio/Gresta Bivio,,46.207792,11.286819,1120
657,1137,Valcava Bivio,,46.217867,11.305176,1137
658,1122BV,Sover-Bar Vittoria,,46.221404,11.314764,1122
660,1122MZ,Sover-Loc. Mezauno,,46.231131,11.318876,1122
661,1126,Piscine,,46.239914,11.324720,1126
662,1126GR,Piscine-Loc. Grava,,46.246752,11.332537,1126
664,1136,Pradel,,46.260328,11.355420,1136
665,1140,Loc. Ronco,,46.260433,11.384836,1140
666,1140ME,Loc. Melae,,46.263127,11.397791,1140
667,1087FL,Stramentizzo-Bivio,,46.266408,11.406559,1088
669,1136RR,Pradel,,46.262398,11.355420,1136
670,1118SR,Scancio di Segonzano-Snack Bar,,46.191607,11.258893,1118
671,1112ES,Lases-Distributore Esso,,46.150438,11.222695,1112
672,1112PE,Lases-Pesa,,46.143739,11.218683,1112
673,4100,Pergine V.,,46.061248,11.237033,4100
675,4100VB,Pergine-Via Baratieri,,46.063947,11.242777,4100
676,4100TA,Pergine-Distr. Tamoil,,46.065170,11.247430,4100
677,4111,Zivignago,,46.067276,11.252921,4111
678,4111CO,Zivignago-Cons.S.Orsola,,46.070153,11.257161,4111
679,4112ST,Canezza-Maso Sleifer,,46.076276,11.269737,4112
682,4112,Canezza,,46.076974,11.274491,4112
683,4112SO,Canezza-Dif. Al Sole,,46.080149,11.275946,4112
684,4112DR,Canezza-Maso Dràzeri,,46.084557,11.277669,4112
685,4121BV,Viarago-Bivio,,46.086386,11.277786,4122
686,4122AG,Mala-Loc.Agnoletti,,46.088686,11.279793,4122
687,4122,Mala,,46.090560,11.281513,4122
688,4123MA,S.Orsola-Loc.Mantovani,,46.095743,11.289216,4118
689,4118,Stefani,,46.098590,11.294205,4118
690,4123BE,S.Orsola-Loc.Bertoldi,,46.102573,11.298243,4123
691,4123,S.Orsola,,46.107693,11.301880,4123
693,4123DO,S.Orsola-Loc.Donadi,,46.111674,11.306197,4123
694,4124,Bagni Terme di S.Orsola,,46.113764,11.307889,4123
695,4123DM,S.Orsola-Loc. Doss Martin,,46.114670,11.307600,4123
696,4123BB,Marcheli-Bivio Borti E Cont,,46.117554,11.310066,4125
697,4125MM,Fontanari-Maso Marcheli,,46.119434,11.313238,4125
698,4125,Fontanari,,46.121169,11.316456,4125
699,4126BV,Palù Del F.-Redebus,,46.130238,11.340914,4126
700,4126LS,Palù Del F.-Loc. Sigismondi,,46.129804,11.344495,4126
701,4126HL,Palù Del F.-Hotel Lagorai,,46.129512,11.348876,4126
702,4126,Palu' Del Fersina,,46.129731,11.352867,4126
703,4123RR,S.Orsola,,46.107831,11.302005,4123
708,1250HC,Moena-Hotel Campagnola,,46.374003,11.665009,1250
709,1251,Alpe Lusia,,46.367804,11.686058,1251
710,1256,Fango,,46.368794,11.728398,1256
711,1256HN,Fango-Alb. Negritella,,46.374785,11.751966,1256
712,1253SC,P.So S.Pellegrino-Segg.Cost.,,46.378743,11.784393,1253
713,1253,Passo S.Pellegrino-Ht.Arnika,,46.378138,11.789632,1253
714,1253CH,P.So S.Pellegrino-Chiesetta,,46.378321,11.793369,1253
715,1253CM,P.So S.Pellegrino-Fun.C.Mar.,,46.379108,11.802051,1253
716,1253BF,P.So S.Pellegrino-B. V.Freda,,46.378808,11.813507,1253
717,1254,Zingari,,46.376208,11.820593,1254
718,1255AL,Falcade Alto,,46.355341,11.858411,1255
719,1255CH,Falcade-Chiesa,,46.354314,11.861698,1255
720,1255VS,Falcade-Via Serafini,,46.355060,11.866761,1255
721,1255,Falcade,,46.358372,11.872868,1255
722,0001CO,Trento Off.Conotter,,46.075974,11.101123,0001
723,0001BE,Trento-Via Brescia 4,,46.070701,11.112276,0001
724,2610,Montevideo,,46.080369,11.098522,0001
725,2010,Cadine,,46.088572,11.064986,2010
726,2020,Terlago Bivio,,46.091545,11.055126,2030
727,2030,Vigolo Baselga-Paese,,46.081449,11.044965,2030
728,2030PR,Vigolo Baselga-Pallonc.Rosso,,46.077626,11.032474,2030
731,2040BV,Vezzano-Bivio Val di Cavedine,,46.071568,10.994704,2040
733,2090BA,Padergnone-Loc.Barbazan,,46.060257,10.990204,2090
734,2090,Padergnone,,46.062089,10.988852,2090
735,2090CE,Padergnone-Case Enel,,46.059535,10.984619,2090
736,2100,Due Laghi-Hotel Miralaghi,,46.058851,10.979182,2101
737,2110,Castel Toblino,,46.056347,10.965437,2110
739,2120MC,Sarche-Maso Caffaro,,46.045810,10.945324,2120
740,2120BM,Sarche-Bar Miravalle,,46.044980,10.943848,2120
741,2170,Comano Terme,,46.041193,10.881910,2180
742,2180,Ponte Arche-Autost.,,46.035587,10.873617,2180
743,2180BS,Ponte Arche-Bel Sit,,46.036219,10.864709,2180
744,2240DP,Ponte Ragoli-Sp34 Dir. Ragoli,,46.050484,10.785337,2240
745,2260,Saone,,46.042568,10.767069,2240
746,2268LI,Zuclo Ss237 "Superm. Lidl",,46.040577,10.749700,2270
748,2240,Ponte Ragoli-Ss.237-Dir. Saone,,46.049764,10.785625,2240
749,2250PZ,Ragoli-Pez,,46.051079,10.781306,2240
750,2250,Ragoli,,46.050949,10.776269,2240
751,2251,Preore,,46.046154,10.758110,2240
752,2251SI,Preore-Loc.Signor,,46.044621,10.752413,2240
754,2268,Zuclo Bivio-Segheria Tonello,,46.038713,10.744446,2270
755,2271BV,Bolbeno-Bivio,,46.033970,10.735274,2270
756,2290BA,Tione-Bar Arnò,,46.034864,10.732481,2290
757,2290,Tione-Autostazione,,46.033132,10.726114,2290
758,2290CI,Tione-Via Circonvallaz.,,46.040222,10.727473,2290
759,2291,Verdesina Bivio,,46.056997,10.716268,2291
760,2340,Villa Rendena,,46.062249,10.712323,2340
761,2350,Iavrè,,46.068036,10.711738,2350
762,2350AR,Iavrè-Artigianato,,46.070887,10.714296,2350
763,2360,Darè,,46.075923,10.717568,2360
764,2370,Vigo Rendena,,46.078733,10.718957,2370
765,2370BV,Vigo Rendena-Biv.Val S.Val.,,46.082037,10.722143,2370
766,2380,Pelugo,,46.087078,10.722714,2380
767,2380SU,Pelugo-Artigianato,,46.087762,10.725076,2380
768,2390,Borzago,,46.098857,10.734738,2390
769,2400,Spiazzo Rendena,,46.103133,10.737692,2400
770,2410,Mortaso,,46.106646,10.739860,2400
771,2400CC,Spiazzo Rend.-Concess.Cozzio,,46.110256,10.747428,2400
772,2420BB,Strembo-Bivio Bocenago,,46.118283,10.752807,2420
773,2420,Strembo,,46.120330,10.751979,2420
774,2430,Caderzone,,46.128703,10.756516,2430
775,2430OF,Caderzone-Off. Alfa Romeo,,46.131332,10.764030,2430
776,2440,Giustino,,46.146117,10.768271,2440
777,2440HV,Giustino-Hotell Royal,,46.152049,10.766492,2440
778,2450,Pinzolo,,46.157164,10.765988,2450
779,2450FU,Pinzolo-Funivie,,46.163441,10.765458,2450
780,2460,Carisolo,,46.169320,10.764149,2460
781,2460PB,Carisolo-Pinemonte Basso,,46.187677,10.772545,2460
782,2470CF,S.Antonio di M.-Camping Faè,,46.185864,10.779174,2470
783,2470VN,S.Antonio di M.-Biv.V.Nambr.,,46.188184,10.777525,2470
784,2470VV,S.Antonio di M. Punto Info Pab,,46.190111,10.786140,2470
785,2470,S.Antonio di Mavignola,,46.191315,10.789134,2470
786,2470VF,S.Antonio di M.-Rio Fornas,,46.193845,10.795955,2470
787,2470RI,S.Antonio di M.-Rio V.Rastrel,,46.195038,10.795644,2470
788,2470PA,S.Antonio di M.-Palù,,46.197238,10.797155,2470
789,2470MF,S.Antonio di M.-Mumble Fratè,,46.200599,10.804013,2470
790,0957FO,Madonna di C.-Loc.Fontanella,,46.208856,10.820246,0957
791,0957HL,Madonna di C.-H. Lorenzetti,,46.214137,10.822365,0957
792,0957HB,Madonna di C.-Hotel Betulla,,46.220872,10.822457,0957
793,0957VF,M.Campiglio Pietra Gr.,,46.224520,10.825380,0957
794,0957LG,Madonna di C.-Laghetto,,46.226019,10.827868,0957
795,0957DS,M.Campiglio Des Alpes,,46.230343,10.827885,0957
796,0957FP,M.Campiglio Pradalago,,46.234031,10.826079,0957
797,0957HD,Madonna di C.-Hotel Dahu,,46.234409,10.823829,0957
798,0957,M.Campiglio Brenta Alta,,46.231942,10.826145,0957
799,0957VN,Madonna di C.-Biv. V.Nambino,,46.235465,10.826428,0957
800,0957GR,Funivia Grostè,,46.236312,10.835363,0958
801,0958,Campo Carlomagno,,46.242978,10.840032,0958
803,0958RR,Campo Carlomagno,,46.243225,10.840253,0958
804,0957RR,Funivia Grostè,,46.236409,10.835464,0958
805,2101,S.Massenza,,46.065484,10.980462,2101
807,0957FR,Madonna di C.-Loc.Fontanella,,46.208587,10.819861,0957
808,2470MR,S.Antonio di M.-Mumble Fratè,,46.200492,10.803664,2470
809,2470RR,S.Antonio di Mavignola,,46.191346,10.788902,2470
811,2470VR,S.Antonio di M. Punto Info Pab,,46.190030,10.785593,2470
812,2470NR,S.Antonio di M.-Biv.V.Nambr.,,46.188256,10.778149,2470
813,2470CR,S.Antonio di M.-Camping Faè,,46.185659,10.778454,2470
814,2460RR,Carisolo,,46.169099,10.763891,2460
815,2450FR,Pinzolo-Funivie,,46.163723,10.765273,2450
816,2440HR,Giustino-Hotel Royal,,46.153492,10.766254,2440
817,2420BR,Strembo-Bivio Bocenago,,46.118149,10.752738,2420
818,2400CR,Spiazzo Rend.-Conc.Cozzio,,46.110693,10.747687,2400
819,2410RR,Mortaso,,46.106524,10.739585,2400
820,2400RR,Spiazzo Rendena,,46.102588,10.736821,2400
821,2390RR,Borzago,,46.098485,10.734351,2390
822,2380SR,Pelugo-Artigianato,,46.088020,10.725278,2380
823,2370BR,Vigo Rendena-Biv.Val S.Val.,,46.082368,10.722321,2370
824,2370RR,Vigo Rendena,,46.078901,10.719153,2370
825,2360RR,Darè,,46.075879,10.717464,2360
826,2350RR,Iavrè,,46.068841,10.711465,2350
827,2291RR,Verdesina Bivio,,46.056766,10.716638,2291
829,2290CR,Tione-Via Circonvallaz.,,46.040014,10.727518,2290
830,2021,Terlago,,46.097757,11.044740,2021
831,2022BS,Covelo Bivio,,46.098388,11.022717,2023
832,2022VP,Covelo-Via N.Pooli,,46.096643,11.018074,2023
833,2022,Covelo,,46.098290,11.019005,2023
834,2025,Maso Ariol,,46.106105,11.026542,2023
835,2023BV,Monte Terlago-Bivio,,46.108224,11.035940,2023
836,2023,Monte Terlago-P.Zza,,46.109656,11.037895,2023
837,2023VL,Monte Terlago Vallene,,46.108947,11.042851,2023
838,2023AL,Monte Terlago-H. 2 Laghi,,46.112079,11.046119,2023
839,2010RR,Cadine,,46.088855,11.064513,2010
841,0001MP,Trento Maso Pedrotti,,46.075560,11.098223,0001
842,0001SA,Trento Loc. S.Antonio,,46.069885,11.100439,0001
843,2620MS,Sardagna-Maso Scala,,46.069871,11.097749,2620
844,2620,Sardagna,,46.064848,11.097290,2620
845,2620TO,Sardagna-Tornante Sp 85,,46.071418,11.086984,2620
846,2630,Candriai,,46.065417,11.083408,2630
847,2630BE,Candriai-Erica,,46.063071,11.082260,2630
848,2631,Centro A.Degasperi,,46.059629,11.077756,2631
849,2640BP,Vaneze-Bivio Prà Della Fava,,46.056968,11.076349,2640
850,2271BR,Bolbeno-Bivio,,46.034112,10.735532,2270
851,2268RR,Zuclo Bivio-Segh. Tonello,,46.038510,10.744194,2270
852,2270VR,Zuclo Morace Antichità R,,46.041911,10.753684,2240
853,2251SR,Preore-Loc. Signor,,46.044911,10.752913,2240
854,2250RR,Ragoli,,46.050930,10.776372,2240
855,2250PR,Ragoli-Pez,,46.050940,10.780061,2240
856,2270VE,Zuclo Morace Antichità,,46.041984,10.753583,2240
857,2260WR,Saone,,46.042536,10.766228,2240
858,2240PP,Ponte Ragoli-Ss.237 Dir.Sarche,,46.050263,10.786769,2240
859,2180BR,Ponte Arche-Bel Sit,,46.036139,10.864628,2180
861,2170RR,Comano Terme,,46.041141,10.882865,2180
863,2090RR,Padergnone,,46.061989,10.989465,2090
865,2030RR,Vigolo Baselga-Ss45,,46.080844,11.043572,2030
868,2290BR,Tione-Bar Arno',,46.034257,10.733257,2290
869,2120,Sarche-Cassa Rurale,,46.046415,10.952067,2120
870,2120RR,Sarche-Centro Comm.,,46.046439,10.952249,2120
871,2640,Vaneze,,46.051918,11.071938,2640
872,2640PA,Vaneze-Sp.85,,46.051411,11.069391,2640
873,2645,Vaneze-Norge,,46.049242,11.066660,2645
874,2640MO,Vaneze-Baita Montesel,,46.045839,11.065184,2645
875,2640TO,Vaneze-Ex Snack Bar,,46.044388,11.060838,2650
877,2660,Viote,,46.021402,11.041172,2660
878,2650RR,Vason,,46.039193,11.058396,2650
879,2640MR,Vaneze-Baita Montesel,,46.046329,11.065049,2645
880,2630RR,Candriai,,46.065443,11.083978,2630
881,0001CR,Trento Loc.Conotter,,46.076760,11.099989,0001
884,2270,Zuclo,,46.034160,10.747301,2270
885,2271,Bolbeno,,46.032567,10.737551,2270
887,2272,Coltura,,46.058271,10.793851,2240
889,2251BM,Preore Bivio Montagne,,46.046119,10.756556,2240
890,2281,Montagne Cort,,46.050723,10.753627,2280
891,2282,Montagne Larzana,,46.058445,10.751304,2280
892,2280,Montagne Binio,,46.065609,10.755140,2280
894,2270RR,Zuclo,,46.034087,10.747095,2270
895,2450RR,Pinzolo,,46.157196,10.764400,2450
896,2041,Fraveggio Bivio,,46.078617,10.993865,2040
897,2042,Lon,,46.084137,10.992654,2040
898,2043,Ciago,,46.089243,11.004842,2040
899,2044,Margone Bivio,,46.067428,10.973743,2045
900,2045,Ranzo,,46.064110,10.942541,2045
901,2046,Margone,,46.068219,10.963864,2045
903,2043SP,Ciago-Sp. 18 Civ.1,,46.089161,11.008008,2040
905,2044RR,Margone Bivio,,46.067940,10.973813,2045
906,2042FR,Lon-Rist. Fior di Roccia,,46.084858,10.991606,2040
909,4400,Borgo Valsugana-C.Intermodale,,46.052460,11.463496,4400
910,4400OS,Borgo Vals.-Ospedale,,46.056441,11.464242,4400
911,4400VA,Borgo Vals.-Valli,,46.055483,11.469823,4400
912,4460,Castelnuovo-Malerba,,46.053807,11.481145,4450
913,4450,Castelnuovo,,46.052197,11.494280,4450
914,4449,Strigno-Staz. Fs,,46.051474,11.514737,4449
915,4451IN,Agnedo-Incrocio,,46.051000,11.525010,4451
916,4451,Agnedo,,46.052516,11.528682,4451
917,4451VO,Agnedo-Via Per Ospedaletto,,46.048287,11.531302,4451
918,4451VS,Agnedo-Via Per Ospedaletto 8,,46.046836,11.542288,4451
919,4452,Ospedaletto,,46.044851,11.550784,4452
920,4452FS,Ospedaletto-Staz. Fs,,46.041590,11.548690,4452
921,4452NP,Ospedaletto Loc. Barricata,,46.036355,11.561032,4452
922,4452VP,Ospedaletto-Via Pradenella,,46.033870,11.573069,4452
923,4453,Tollo,,46.028363,11.587738,4453
924,4454,Grigno,,46.015036,11.635237,4454
925,4454SE,Grigno-Segheria,,46.015219,11.636698,4454
926,4456,Palù di Grigno,,46.007300,11.654865,4456
927,4455,Serafini,,46.004039,11.660404,4455
928,4498,Belvederi di Grigno,,46.001081,11.665287,4498
929,4457VM,Tezze-Via Masetto Vecchio 16,,45.993791,11.670273,4457
930,4457,Tezze,,45.991214,11.671734,4457
931,4458,Martincelli,,45.977982,11.680805,4458
932,4490,Primolano-Alb.Giardino,,45.965203,11.707060,4490
933,4452RR,Ospedaletto,,46.044687,11.550965,4452
934,4112BV,Canezza-Bivio,,46.076785,11.275863,4112
935,4112MO,Canezza-Loc. Molini,,46.076818,11.282744,4112
936,4112PI,Canezza-Loc. Pinterhof,,46.078874,11.283443,4112
937,4140PI,Frassilongo-Maso Pizzi,,46.084010,11.290375,4113
938,4140MO,Frassilongo-Maso Molinari,,46.084562,11.291109,4113
939,4300,Levico Terme-Autostazione,,46.010161,11.298858,4300
940,4300PM,Levico T.-Via Avancini,,46.008713,11.308628,4300
941,4310,Barco,,46.004584,11.335619,4310
942,4300PR,Levico T.-Via Rovigo,,46.009118,11.308644,4300
943,4047DC,Regnana Biv.-Dopo A.Costalta,,46.159984,11.300172,4046
944,4048VD,Regnana-Via Redebus 9,,46.156251,11.308984,4048
945,4048,Regnana,,46.154104,11.309902,4048
946,4400BO,Borgo Vals.-Sp.40,,46.051473,11.456467,4400
947,4410TC,Olle-Trattoria Alla Croce,,46.041590,11.460248,4410
948,4410BO,Olle-Via Del Boaletto,,46.040761,11.465108,4410
